[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.128 s -- in com.guidinglight.nexusquant.contracts.event.EventEnvelopeSerializationTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.adapter.binance.service.BinanceOrderTrimmerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 s -- in com.guidinglight.nexusquant.adapter.binance.service.BinancePermissionProbeBoundaryTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 s -- in com.guidinglight.nexusquant.adapter.binance.service.BinanceRequestSignerTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 s -- in com.guidinglight.nexusquant.adapter.binance.service.BinanceRuntimeConfigTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.016 s -- in com.guidinglight.nexusquant.adapter.binance.service.BinanceSynchronizedTimestampProviderTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.010 s -- in com.guidinglight.nexusquant.adapter.binance.ws.BinanceListenKeyClientTest
[WARNING] Tests run: 1, Failures: 0, Errors: 0, Skipped: 1, Time elapsed: 0.005 s -- in com.guidinglight.nexusquant.adapter.binance.ws.BinanceWsClientLiveDiagnosticTest
[INFO] Tests run: 7, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.659 s -- in com.guidinglight.nexusquant.adapter.binance.ws.BinanceWsClientTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.017 s -- in com.guidinglight.nexusquant.adapter.binance.ws.BinanceWsEventMapperTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.adapter.binance.ws.BinanceWsProtocolTest
[WARNING] Tests run: 51, Failures: 0, Errors: 0, Skipped: 1
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.198 s -- in com.guidinglight.nexusquant.security.token.JwtTokenServiceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.023 s -- in com.guidinglight.nexusquant.auth.application.CurrentUserProfileServiceTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.074 s -- in com.guidinglight.nexusquant.account.infra.jdbc.JdbcExchangeAccountCredentialRepositoryTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.007 s -- in com.guidinglight.nexusquant.account.infra.jdbc.JdbcExchangeAccountRepositoryTest
[INFO] Tests run: 10, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.125 s -- in com.guidinglight.nexusquant.account.infra.okx.readonly.JdbcOkxPrivateCredentialExecutorTest
[INFO] Tests run: 13, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.644 s -- in com.guidinglight.nexusquant.account.infra.okx.readonly.OkxPrivateReadonlyProbeServiceTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.020 s -- in com.guidinglight.nexusquant.account.infra.probe.NoRealExchangeCredentialPermissionProbePortTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.022 s -- in com.guidinglight.nexusquant.account.infra.probe.OkxRealReadonlyPermissionProbePortTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.033 s -- in com.guidinglight.nexusquant.audit.infra.jdbc.JdbcAuditLogRepositoryTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.052 s -- in com.guidinglight.nexusquant.eventstore.infra.EventStoreAppenderTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.008 s -- in com.guidinglight.nexusquant.infra.postgres.BacktestPublishArtifactLocatorMigrationContractTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 s -- in com.guidinglight.nexusquant.infra.postgres.CurrentMarketSnapshotMigrationContractTest
[WARNING] Tests run: 1, Failures: 0, Errors: 0, Skipped: 1, Time elapsed: 0.012 s -- in com.guidinglight.nexusquant.infra.postgres.JdbcRepositoryPostgresSmokeTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in com.guidinglight.nexusquant.infra.postgres.KillSwitchStateMigrationContractTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 s -- in com.guidinglight.nexusquant.infra.postgres.LiveSessionFactModelMigrationContractTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.infra.postgres.MinimalLivePilotExecutionLeaseMigrationContractTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.infra.postgres.MinimumOrderValueSemanticRemediationMigrationContractTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 s -- in com.guidinglight.nexusquant.infra.postgres.OperatorPilotAuthorityMigrationContractTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.017 s -- in com.guidinglight.nexusquant.infra.postgres.PilotScopePrerequisiteFactModelMigrationContractTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 s -- in com.guidinglight.nexusquant.infra.postgres.PrePlaceRecoveryMigrationContractTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 s -- in com.guidinglight.nexusquant.infra.postgres.ShadowRunFactModelMigrationContractTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 s -- in com.guidinglight.nexusquant.infra.postgres.ShadowRunProvenanceMigrationContractTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 s -- in com.guidinglight.nexusquant.infra.postgres.TerminalLeaseRegenerationMigrationContractTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in com.guidinglight.nexusquant.infra.postgres.ValidationReviewFactModelMigrationContractTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 s -- in com.guidinglight.nexusquant.infra.postgres.VenueRuleFactsMigrationContractTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.010 s -- in com.guidinglight.nexusquant.ledger.infra.jdbc.JdbcLedgerPostingRepositoryTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.ledger.infra.jdbc.JdbcLedgerRiskAuditRepositoryTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.015 s -- in com.guidinglight.nexusquant.livecontrol.deployment.infra.okx.OkxPrivateReadonlyEndpointPolicyEvidenceFactoryTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.184 s -- in com.guidinglight.nexusquant.livecontrol.execution.infra.fake.LoopbackFakeExchangeHttpClientTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.262 s -- in com.guidinglight.nexusquant.livecontrol.execution.infra.jdbc.JdbcExecutionOperationsSnapshotQueryTest
[INFO] Tests run: 7, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.211 s -- in com.guidinglight.nexusquant.livecontrol.execution.infra.MinimalPilotTradingVenueGatewayTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.171 s -- in com.guidinglight.nexusquant.livecontrol.infra.ExactPilotBindingServiceTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.115 s -- in com.guidinglight.nexusquant.livecontrol.infra.ExactPilotScopeAuthorizationServiceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.075 s -- in com.guidinglight.nexusquant.livecontrol.infra.ExactPilotScopeControlSurfaceServiceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.072 s -- in com.guidinglight.nexusquant.livecontrol.infra.jdbc.JdbcExactPilotBindingRepositoryTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.035 s -- in com.guidinglight.nexusquant.livecontrol.infra.jdbc.JdbcExactPilotScopeAuthorizationRepositoryTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.135 s -- in com.guidinglight.nexusquant.livecontrol.infra.JdbcPilotScopeAuthorityResolverTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.229 s -- in com.guidinglight.nexusquant.livecontrol.infra.MinimalLivePilotControlServiceTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.126 s -- in com.guidinglight.nexusquant.livecontrol.infra.okx.CredentialScopedOkxSpotProviderTransportTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.008 s -- in com.guidinglight.nexusquant.livecontrol.infra.okx.OkxCredentialScopedSpotProviderTransportTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.052 s -- in com.guidinglight.nexusquant.livecontrol.infra.okx.OkxPilotPrerequisiteObservationAuthorityTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.127 s -- in com.guidinglight.nexusquant.livecontrol.infra.PilotExecutionLeaseServiceTest
[INFO] Tests run: 12, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.118 s -- in com.guidinglight.nexusquant.livecontrol.infra.PilotScopeControlPlaneServiceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 s -- in com.guidinglight.nexusquant.livecontrol.infra.ReadOnlyQualificationObservationAuthorityTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.026 s -- in com.guidinglight.nexusquant.marketdata.infra.fixture.FixtureHistoricalMarketDataPortTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in com.guidinglight.nexusquant.marketdata.infra.jdbc.JdbcMarketdataBarRepositoryTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.008 s -- in com.guidinglight.nexusquant.monitoring.infra.jdbc.JdbcIncidentReplayOverviewQueryRepositoryTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.008 s -- in com.guidinglight.nexusquant.monitoring.infra.jdbc.JdbcIncidentReplayReviewOverviewQueryRepositoryTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.064 s -- in com.guidinglight.nexusquant.research.infra.paper.jdbc.JdbcPaperPortfolioBatchReadTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.risk.infra.jdbc.JdbcRiskEventRepositoryTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 s -- in com.guidinglight.nexusquant.scheduler.infra.jdbc.JdbcLedgerReconcileRepositoryTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.scheduler.infra.jdbc.JdbcTradeRepositoryTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.010 s -- in com.guidinglight.nexusquant.scheduler.infra.lock.PostgresAdvisoryLockKeyMapperTest
[WARNING] Tests run: 1, Failures: 0, Errors: 0, Skipped: 1, Time elapsed: 0.001 s -- in com.guidinglight.nexusquant.scheduler.infra.lock.PostgresAdvisorySchedulerExecutionLockPostgresIntegrationTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.051 s -- in com.guidinglight.nexusquant.scheduler.infra.lock.PostgresAdvisorySchedulerExecutionLockTest
[WARNING] Tests run: 12, Failures: 0, Errors: 0, Skipped: 1, Time elapsed: 0.329 s -- in com.guidinglight.nexusquant.strategy.infra.artifact.ServerControlledStrategyArtifactBindingResolverTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.strategy.infra.jdbc.JdbcConsistencyEvidenceOverviewQueryRepositoryTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.007 s -- in com.guidinglight.nexusquant.strategy.infra.jdbc.JdbcPaperShadowConsistencyDrilldownQueryRepositoryTest
[INFO] Tests run: 11, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.022 s -- in com.guidinglight.nexusquant.strategy.infra.jdbc.JdbcShadowRunFactRepositoryTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in com.guidinglight.nexusquant.strategy.infra.jdbc.JdbcShadowRunIllegalTransitionAuditWriterTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.strategy.infra.jdbc.JdbcShadowValidationWorkflowOverviewQueryRepositoryTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.strategy.infra.jdbc.JdbcStrategyDefinitionRepositoryTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 s -- in com.guidinglight.nexusquant.strategy.infra.jdbc.JdbcStrategyReleaseAdmissionPreviewFactsRepositoryTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.strategy.infra.jdbc.JdbcStrategyReleaseProvenanceRepositoryTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.009 s -- in com.guidinglight.nexusquant.strategy.infra.jdbc.JdbcStrategyRunQueryRepositoryTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in com.guidinglight.nexusquant.strategy.infra.jdbc.JdbcStrategyRunRepositoryTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 s -- in com.guidinglight.nexusquant.strategy.infra.jdbc.JdbcStrategyScheduleRepositoryTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.010 s -- in com.guidinglight.nexusquant.strategy.infra.jdbc.JdbcStrategyValidationOverviewQueryRepositoryTest
[INFO] Tests run: 27, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.294 s -- in com.guidinglight.nexusquant.trading.application.OrderCommandWriteServiceTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.008 s -- in com.guidinglight.nexusquant.trading.infra.jdbc.JdbcOrderRepositoryTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.065 s -- in com.guidinglight.nexusquant.trading.infra.reconciliation.ReadOnlyReconciliationAdaptersTest
[WARNING] Tests run: 1, Failures: 0, Errors: 0, Skipped: 1, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.validationreview.infra.jdbc.ValidationReviewRepositoryPostgresIntegrationTest
[WARNING] Tests run: 239, Failures: 0, Errors: 0, Skipped: 4
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.753 s -- in com.guidinglight.nexusquant.scheduler.service.AdapterInstrumentCatalogSyncServiceTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.155 s -- in com.guidinglight.nexusquant.scheduler.service.BinanceRecoveryServiceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.080 s -- in com.guidinglight.nexusquant.scheduler.service.BinanceRestReconcileServiceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.037 s -- in com.guidinglight.nexusquant.scheduler.service.BinanceWsDegradeReconcileCoordinatorTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.019 s -- in com.guidinglight.nexusquant.scheduler.service.BinanceWsOrderAccelerationServiceTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.011 s -- in com.guidinglight.nexusquant.scheduler.service.LedgerReconcileSchedulerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.042 s -- in com.guidinglight.nexusquant.scheduler.service.OkxRecoveryServiceTest
[INFO] Tests run: 21, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.126 s -- in com.guidinglight.nexusquant.scheduler.service.OkxRestReconcileServiceTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.030 s -- in com.guidinglight.nexusquant.scheduler.service.OkxWsDegradeReconcileCoordinatorTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.007 s -- in com.guidinglight.nexusquant.scheduler.service.OkxWsOrderAccelerationServiceTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.074 s -- in com.guidinglight.nexusquant.scheduler.service.OperationalReconciliationMetricsTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.155 s -- in com.guidinglight.nexusquant.scheduler.service.PaperMatchingServiceTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.041 s -- in com.guidinglight.nexusquant.scheduler.validationevidence.OperationalSchedulerMetricsTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.025 s -- in com.guidinglight.nexusquant.scheduler.validationevidence.ValidationEvidenceRefreshServiceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.309 s -- in com.guidinglight.nexusquant.scheduler.validationevidence.ValidationEvidenceSchedulerConfigurationTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 s -- in com.guidinglight.nexusquant.scheduler.validationevidence.ValidationEvidenceSchedulerPropertiesTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 s -- in com.guidinglight.nexusquant.scheduler.validationevidence.ValidationEvidenceSchedulerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.024 s -- in com.guidinglight.nexusquant.scheduler.ws.BinanceWsEventStoreBridgeTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.036 s -- in com.guidinglight.nexusquant.scheduler.ws.OkxWsEventStoreBridgeTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.073 s -- in com.guidinglight.nexusquant.trading.application.CancelledExecutionCorrectionTest
[INFO] Tests run: 77, Failures: 0, Errors: 0, Skipped: 0
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.028 s -- in com.guidinglight.nexusquant.gateway.infra.security.SecurityContextGatewayAuthFacadeTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.591 s -- in com.guidinglight.nexusquant.account.api.web.ExchangeAccountControllerWebMvcTest
[INFO] Tests run: 7, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.279 s -- in com.guidinglight.nexusquant.account.api.web.ExchangeAccountCredentialControllerWebMvcTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.040 s -- in com.guidinglight.nexusquant.adapters.api.AdapterReadinessStatusServiceTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.038 s -- in com.guidinglight.nexusquant.adapters.api.web.AdapterReadinessControllerTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.063 s -- in com.guidinglight.nexusquant.livecontrol.api.PilotScopeControlPlaneControllerTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.marketdata.api.dto.MarketdataReadinessResponseTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.072 s -- in com.guidinglight.nexusquant.marketdata.api.web.InstrumentCatalogControllerTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.278 s -- in com.guidinglight.nexusquant.marketdata.api.web.MarketdataControllerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.059 s -- in com.guidinglight.nexusquant.monitoring.api.web.IncidentReplayOverviewControllerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.068 s -- in com.guidinglight.nexusquant.monitoring.api.web.IncidentReplayReviewOverviewControllerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.085 s -- in com.guidinglight.nexusquant.paper.api.dto.PaperAutoReviewResponseTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 s -- in com.guidinglight.nexusquant.paper.api.dto.PaperExecutionDiagnosticsResponseTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.013 s -- in com.guidinglight.nexusquant.paper.api.dto.PaperPortfolioSummaryResponseTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 s -- in com.guidinglight.nexusquant.paper.api.dto.PaperStrategyEvaluationResponseTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.090 s -- in com.guidinglight.nexusquant.paper.api.web.PaperAutoReviewControllerTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.017 s -- in com.guidinglight.nexusquant.paper.api.web.PaperExecutionDiagnosticsControllerTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.020 s -- in com.guidinglight.nexusquant.paper.api.web.PaperStrategyEvaluationControllerTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.111 s -- in com.guidinglight.nexusquant.research.api.web.BacktestConfigControllerTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.169 s -- in com.guidinglight.nexusquant.research.api.web.BacktestRunControllerTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.026 s -- in com.guidinglight.nexusquant.research.api.web.EvaluationControllerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.070 s -- in com.guidinglight.nexusquant.research.api.web.PythonEvaluationArtifactBindingPreviewControllerTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.078 s -- in com.guidinglight.nexusquant.research.api.web.ResearchConfigControllerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in com.guidinglight.nexusquant.runtime.api.OperationalReadinessBoundaryTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.009 s -- in com.guidinglight.nexusquant.runtime.api.OperationalReadinessServiceTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.014 s -- in com.guidinglight.nexusquant.runtime.api.web.OperationalReadinessControllerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.068 s -- in com.guidinglight.nexusquant.strategy.api.web.ConsistencyEvidenceOverviewControllerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.061 s -- in com.guidinglight.nexusquant.strategy.api.web.PaperShadowComparisonControllerTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.071 s -- in com.guidinglight.nexusquant.strategy.api.web.PaperShadowConsistencyDrilldownControllerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.073 s -- in com.guidinglight.nexusquant.strategy.api.web.PythonEvaluationArtifactPreviewOverviewControllerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.057 s -- in com.guidinglight.nexusquant.strategy.api.web.ShadowLivePreviewControllerTest
[INFO] Tests run: 7, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.183 s -- in com.guidinglight.nexusquant.strategy.api.web.ShadowRunReadOnlyControllerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.013 s -- in com.guidinglight.nexusquant.strategy.api.web.ShadowRunReadOnlyResponseTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.073 s -- in com.guidinglight.nexusquant.strategy.api.web.ShadowValidationWorkflowOverviewControllerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.062 s -- in com.guidinglight.nexusquant.strategy.api.web.StrategyEvaluationGateControllerTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.070 s -- in com.guidinglight.nexusquant.strategy.api.web.StrategyReleaseAdmissionPreviewControllerTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.079 s -- in com.guidinglight.nexusquant.strategy.api.web.StrategyValidationOverviewControllerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.054 s -- in com.guidinglight.nexusquant.strategy.api.web.validationoperations.runtimeevidence.ValidationOperationsRuntimeEvidenceOverviewControllerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.078 s -- in com.guidinglight.nexusquant.trading.api.web.TradingPreflightControllerTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.150 s -- in com.guidinglight.nexusquant.validationreview.api.web.ValidationReviewControllerTest
[INFO] Tests run: 107, Failures: 0, Errors: 0, Skipped: 0
[WARNING] Tests run: 3, Failures: 0, Errors: 0, Skipped: 3, Time elapsed: 0.067 s -- in com.guidinglight.nexusquant.app.admission.AdmissionGuardedMaterializationPostgresIntegrationTest
[WARNING] Tests run: 5, Failures: 0, Errors: 0, Skipped: 5, Time elapsed: 0.010 s -- in com.guidinglight.nexusquant.app.admission.AdmissionMaterializationGuardPostgresIntegrationTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.048 s -- in com.guidinglight.nexusquant.app.architecture.ModuleBoundaryArchTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.845 s -- in com.guidinglight.nexusquant.app.architecture.PackageBoundaryArchTest
