candidateId,path,symbol,language,role,runtimeReachability,compileConsumers,runtimeConsumers,reflectionConsumers,configurationConsumers,testConsumers,scriptConsumers,historicalReferences,safetyRole,compatibilityRole,qualificationRole,canonicalProductionCounterpart,canonicalTestCounterpart,uniqueAssertionCount,uniqueBehaviorCovered,currentExecutionStatus,finalDisposition,reason,verification
L-061,backend/nq-infra/src/main/java/com/guidinglight/nexusquant/research/infra/paper/jdbc/JdbcPaperTradingRunRepository.java,JdbcPaperTradingRunRepository,Java,zero direct name reference candidate,Spring component scan,0 observed,Spring component scan,not required for KEEP,Repository,0 observed,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring component scan from NexusQuantApplication reaches this annotated type,Token scan across main/test/config/scripts; annotation and application component-scan review
L-062,backend/nq-infra/src/main/java/com/guidinglight/nexusquant/research/infra/paper/jdbc/JdbcPositionCurveSnapshotRepository.java,JdbcPositionCurveSnapshotRepository,Java,zero direct name reference candidate,Spring component scan,0 observed,Spring component scan,not required for KEEP,Repository,0 observed,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring component scan from NexusQuantApplication reaches this annotated type,Token scan across main/test/config/scripts; annotation and application component-scan review
L-063,backend/nq-infra/src/main/java/com/guidinglight/nexusquant/research/infra/paper/jdbc/JdbcTradeReplayRecordRepository.java,JdbcTradeReplayRecordRepository,Java,zero direct name reference candidate,Spring component scan,0 observed,Spring component scan,not required for KEEP,Repository,0 observed,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring component scan from NexusQuantApplication reaches this annotated type,Token scan across main/test/config/scripts; annotation and application component-scan review
L-064,backend/nq-infra/src/main/java/com/guidinglight/nexusquant/strategy/infra/jdbc/JdbcPaperShadowComparisonFactRepository.java,JdbcPaperShadowComparisonFactRepository,Java,zero direct name reference candidate,Spring component scan,0 observed,Spring component scan,not required for KEEP,Repository,0 observed,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring component scan from NexusQuantApplication reaches this annotated type,Token scan across main/test/config/scripts; annotation and application component-scan review
L-065,backend/nq-infra/src/main/java/com/guidinglight/nexusquant/strategy/infra/jdbc/JdbcStrategyEvaluationGateFactRepository.java,JdbcStrategyEvaluationGateFactRepository,Java,zero direct name reference candidate,Spring component scan,0 observed,Spring component scan,not required for KEEP,Repository,0 observed,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring component scan from NexusQuantApplication reaches this annotated type,Token scan across main/test/config/scripts; annotation and application component-scan review
L-066,backend/nq-infra/src/main/java/com/guidinglight/nexusquant/strategy/infra/jdbc/JdbcStrategyVersionRepository.java,JdbcStrategyVersionRepository,Java,zero direct name reference candidate,Spring component scan,0 observed,Spring component scan,not required for KEEP,Repository,0 observed,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring component scan from NexusQuantApplication reaches this annotated type,Token scan across main/test/config/scripts; annotation and application component-scan review
L-067,backend/nq-infra/src/main/java/com/guidinglight/nexusquant/trading/infra/config/TradingInfraConfiguration.java,TradingInfraConfiguration,Java,zero direct name reference candidate,Spring component scan,0 observed,Spring component scan,not required for KEEP,"Bean,Configuration",0 observed,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring component scan from NexusQuantApplication reaches this annotated type,Token scan across main/test/config/scripts; annotation and application component-scan review
L-068,backend/nq-infra/src/main/java/com/guidinglight/nexusquant/trading/infra/jdbc/JdbcOrderCancelFinalityRepository.java,JdbcOrderCancelFinalityRepository,Java,zero direct name reference candidate,Spring component scan,0 observed,Spring component scan,not required for KEEP,Repository,0 observed,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring component scan from NexusQuantApplication reaches this annotated type,Token scan across main/test/config/scripts; annotation and application component-scan review
L-069,backend/nq-infra/src/main/java/com/guidinglight/nexusquant/trading/infra/jdbc/JdbcOrdinaryPlaceAuthorityRepository.java,JdbcOrdinaryPlaceAuthorityRepository,Java,zero direct name reference candidate,Spring component scan,0 observed,Spring component scan,not required for KEEP,Repository,0 observed,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring component scan from NexusQuantApplication reaches this annotated type,Token scan across main/test/config/scripts; annotation and application component-scan review
L-070,backend/nq-scheduler/src/main/java/com/guidinglight/nexusquant/scheduler/integration/CoreOrderExecutionGateway.java,CoreOrderExecutionGateway,Java,zero direct name reference candidate,Spring component scan,0 observed,Spring component scan,not required for KEEP,Component,0 observed,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring component scan from NexusQuantApplication reaches this annotated type,Token scan across main/test/config/scripts; annotation and application component-scan review
L-071,backend/nq-adapter-api/src/main/java/com/guidinglight/nexusquant/adapter/api/service/compatibility/NoopAccountAdapter.java,NoopAccountAdapter,Java,named compatibility/safety/diagnostic candidate,"direct constructor, Spring profile, or test fixture",backend/nq-app/src/main/java/com/guidinglight/nexusquant/app/config/LocalTestFallbackConfiguration.java,LocalTestFallbackConfiguration constructs this local/test adapter; no real account provider is selected,not required for KEEP,not required for KEEP,backend/nq-app/src/test/java/com/guidinglight/nexusquant/app/architecture/ModuleBoundaryArchTest.java,not required for KEEP,historical snapshots retained,no-real/default-deny boundary,none,none,,,,,,KEEP_SAFETY_FALLBACK,LocalTestFallbackConfiguration constructs this local/test adapter; no real account provider is selected,Current source/config/test consumer scan and targeted Spring/architecture tests
L-072,backend/nq-adapter-api/src/main/java/com/guidinglight/nexusquant/adapter/api/service/compatibility/NoopMarketDataAdapter.java,NoopMarketDataAdapter,Java,named compatibility/safety/diagnostic candidate,"direct constructor, Spring profile, or test fixture",backend/nq-app/src/main/java/com/guidinglight/nexusquant/app/config/LocalTestFallbackConfiguration.java,LocalTestFallbackConfiguration wraps this adapter in readiness guard; subscriptions fail closed,not required for KEEP,not required for KEEP,backend/nq-adapter-api/src/test/java/com/guidinglight/nexusquant/adapter/api/service/NoopMarketDataAdapterTest.java|backend/nq-app/src/test/java/com/guidinglight/nexusquant/app/architecture/ModuleBoundaryArchTest.java,not required for KEEP,historical snapshots retained,no-real/default-deny boundary,none,none,,,,,,KEEP_SAFETY_FALLBACK,LocalTestFallbackConfiguration wraps this adapter in readiness guard; subscriptions fail closed,Current source/config/test consumer scan and targeted Spring/architecture tests
L-073,backend/nq-adapter-api/src/main/java/com/guidinglight/nexusquant/adapter/api/publicmarketdata/transport/DisabledPublicMarketDataOutboundClient.java,DisabledPublicMarketDataOutboundClient,Java,named compatibility/safety/diagnostic candidate,"direct constructor, Spring profile, or test fixture",backend/nq-app/src/main/java/com/guidinglight/nexusquant/app/config/PublicMarketDataOutboundConfiguration.java,PublicMarketDataOutboundConfiguration selects no-outbound client when provider is disabled,not required for KEEP,not required for KEEP,backend/nq-adapter-api/src/test/java/com/guidinglight/nexusquant/adapter/api/publicmarketdata/PublicMarketDataOutboundPolicyTest.java|backend/nq-app/src/test/java/com/guidinglight/nexusquant/app/config/PublicMarketDataOutboundConfigurationTest.java,not required for KEEP,historical snapshots retained,no-real/default-deny boundary,none,none,,,,,,KEEP_SAFETY_FALLBACK,PublicMarketDataOutboundConfiguration selects no-outbound client when provider is disabled,Current source/config/test consumer scan and targeted Spring/architecture tests
L-074,backend/nq-adapter-okx/src/main/java/com/guidinglight/nexusquant/adapter/okx/config/OkxBootstrapFallbackFactory.java,OkxBootstrapFallbackFactory,Java,named compatibility/safety/diagnostic candidate,"direct constructor, Spring profile, or test fixture",backend/nq-app/src/main/java/com/guidinglight/nexusquant/app/config/ExchangeAdapterConfiguration.java,ExchangeAdapterConfiguration uses this bounded bootstrap fallback,not required for KEEP,not required for KEEP,0 observed,not required for KEEP,historical snapshots retained,no-real/default-deny boundary,none,none,,,,,,KEEP_SAFETY_FALLBACK,ExchangeAdapterConfiguration uses this bounded bootstrap fallback,Current source/config/test consumer scan and targeted Spring/architecture tests
L-075,backend/nq-infra/src/main/java/com/guidinglight/nexusquant/account/infra/jdbc/CanonicalLegacyAccountBridgeService.java,CanonicalLegacyAccountBridgeService,Java,named compatibility/safety/diagnostic candidate,"direct constructor, Spring profile, or test fixture",backend/nq-app/src/main/java/com/guidinglight/nexusquant/app/config/livecontrol/MinimalLivePilotConfiguration.java|backend/nq-infra/src/main/java/com/guidinglight/nexusquant/livecontrol/infra/MinimalLivePilotControlService.java,MinimalLivePilotConfiguration and MinimalLivePilotControlService consume the legacy account bridge,not required for KEEP,not required for KEEP,backend/nq-app/src/test/java/com/guidinglight/nexusquant/app/livecontrol/OperatorPilotAuthorityPostgresIntegrationTest.java|backend/nq-infra/src/test/java/com/guidinglight/nexusquant/livecontrol/infra/MinimalLivePilotControlServiceTest.java,not required for KEEP,historical snapshots retained,none,active legacy schema bridge,none,,,,,,KEEP_ACTIVE_COMPATIBILITY,MinimalLivePilotConfiguration and MinimalLivePilotControlService consume the legacy account bridge,Current source/config/test consumer scan and targeted Spring/architecture tests
L-076,backend/nq-api/src/main/java/com/guidinglight/nexusquant/runtime/api/FakeDryRunOperationsService.java,FakeDryRunOperationsService,Java,named compatibility/safety/diagnostic candidate,"direct constructor, Spring profile, or test fixture",backend/nq-api/src/main/java/com/guidinglight/nexusquant/runtime/api/web/OperationalReadinessController.java,OperationalReadinessController consumes the diagnostic dry-run service,not required for KEEP,not required for KEEP,0 observed,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,OperationalReadinessController consumes the diagnostic dry-run service,Current source/config/test consumer scan and targeted Spring/architecture tests
L-077,backend/nq-infra/src/main/java/com/guidinglight/nexusquant/livecontrol/execution/infra/fake/LoopbackFakeExchangeHttpClient.java,LoopbackFakeExchangeHttpClient,Java,named compatibility/safety/diagnostic candidate,"direct constructor, Spring profile, or test fixture",0 observed,Dedicated test exercises the fake exchange boundary without real outbound,not required for KEEP,not required for KEEP,backend/nq-infra/src/test/java/com/guidinglight/nexusquant/livecontrol/execution/infra/fake/LoopbackFakeExchangeHttpClientTest.java,not required for KEEP,historical snapshots retained,none,none,formal process or isolated fake proof,,,,,,KEEP_FORMAL_QUALIFICATION_SUPPORT,Dedicated test exercises the fake exchange boundary without real outbound,Current source/config/test consumer scan and targeted Spring/architecture tests
L-078,backend/nq-app/src/main/java/com/guidinglight/nexusquant/app/config/LocalTestFallbackConfiguration.java,LocalTestFallbackConfiguration,Java,named compatibility/safety/diagnostic candidate,"direct constructor, Spring profile, or test fixture",0 observed,@Profile local/test supplies guarded no-real adapter and snapshot beans,not required for KEEP,not required for KEEP,backend/nq-app/src/test/java/com/guidinglight/nexusquant/app/architecture/ModuleBoundaryArchTest.java|backend/nq-app/src/test/java/com/guidinglight/nexusquant/app/config/LocalTestFallbackConfigurationReadinessTest.java,not required for KEEP,historical snapshots retained,no-real/default-deny boundary,none,none,,,,,,KEEP_SAFETY_FALLBACK,@Profile local/test supplies guarded no-real adapter and snapshot beans,Current source/config/test consumer scan and targeted Spring/architecture tests
L-079,backend/nq-scheduler/src/main/java/com/guidinglight/nexusquant/scheduler/integration/PaperTradingAdapter.java,PaperTradingAdapter,Java,named compatibility/safety/diagnostic candidate,"direct constructor, Spring profile, or test fixture",backend/nq-app/src/main/java/com/guidinglight/nexusquant/app/config/LocalTestFallbackConfiguration.java,Local/test profile explicitly provides paper adapter,not required for KEEP,not required for KEEP,backend/nq-app/src/test/java/com/guidinglight/nexusquant/app/architecture/ModuleBoundaryArchTest.java|backend/nq-scheduler/src/test/java/com/guidinglight/nexusquant/scheduler/service/PaperMatchingServiceTest.java,not required for KEEP,historical snapshots retained,no-real/default-deny boundary,none,none,,,,,,KEEP_SAFETY_FALLBACK,Local/test profile explicitly provides paper adapter,Current source/config/test consumer scan and targeted Spring/architecture tests
L-080,backend/nq-app/src/test/java/com/guidinglight/nexusquant/app/smoke/B4LegacyClasspath.java,B4LegacyClasspath,Java,named compatibility/safety/diagnostic candidate,"direct constructor, Spring profile, or test fixture",0 observed,Historical process test support preserves reproducible classpath fixture,not required for KEEP,not required for KEEP,backend/nq-app/src/test/java/com/guidinglight/nexusquant/app/smoke/B4TradeEventRemediationTest.java|backend/nq-app/src/test/java/com/guidinglight/nexusquant/app/smoke/L6ConvergenceBaseline.java,not required for KEEP,historical snapshots retained,none,none,formal process or isolated fake proof,,,,,,KEEP_FORMAL_QUALIFICATION_SUPPORT,Historical process test support preserves reproducible classpath fixture,Current source/config/test consumer scan and targeted Spring/architecture tests
L-081,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/SensitiveFieldPolicyPrototypeTest.java,SensitiveFieldPolicyPrototypeTest,Java test,prototype executable specification or fixture,test scope only,0 observed,not required for KEEP,not required for KEEP,not required for KEEP,0 observed,not required for KEEP,historical snapshots retained,none,none,test regression and historical executable specification,StrategyReleaseArtifactConfiguration,StrategyReleaseArtifactConfigurationTest,not proven zero; retained,prototype executable specification retained,Surefire *Test name,KEEP_ACTIVE_TEST_SUPPORT,Prototype assertions/fixtures still compile under Surefire; complete unique-behavior subsumption by StrategyReleaseArtifactConfigurationTest is not proven. Direct assertion calls=5,Surefire *Test discovery and nq-core test suite; canonical counterpart inspected
L-082,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/ShadowRunAdmissionPrototype.java,ShadowRunAdmissionPrototype,Java test,prototype executable specification or fixture,test scope only,0 observed,not required for KEEP,not required for KEEP,not required for KEEP,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseToShadowAdmissionPrototypeTest.java|backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseToShadowAdmissionServicePrototype.java,not required for KEEP,historical snapshots retained,none,none,test regression and historical executable specification,StrategyReleaseProductionService,StrategyReleaseProductionServiceTest,not proven zero; retained,prototype executable specification retained,test fixture dependency,KEEP_ACTIVE_TEST_SUPPORT,Prototype assertions/fixtures still compile under Surefire; complete unique-behavior subsumption by StrategyReleaseProductionServiceTest is not proven. Direct assertion calls=0,Surefire *Test discovery and nq-core test suite; canonical counterpart inspected
L-083,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/ShadowRunCreationPlanPrototype.java,ShadowRunCreationPlanPrototype,Java test,prototype executable specification or fixture,test scope only,0 observed,not required for KEEP,not required for KEEP,not required for KEEP,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/ShadowRunAdmissionPrototype.java|backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseToShadowAdmissionPrototypeTest.java|backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseToShadowAdmissionServicePrototype.java,not required for KEEP,historical snapshots retained,none,none,test regression and historical executable specification,StrategyReleaseProductionService,StrategyReleaseProductionServiceTest,not proven zero; retained,prototype executable specification retained,test fixture dependency,KEEP_ACTIVE_TEST_SUPPORT,Prototype assertions/fixtures still compile under Surefire; complete unique-behavior subsumption by StrategyReleaseProductionServiceTest is not proven. Direct assertion calls=0,Surefire *Test discovery and nq-core test suite; canonical counterpart inspected
L-084,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/ShadowRunReleaseBindingPrototype.java,ShadowRunReleaseBindingPrototype,Java test,prototype executable specification or fixture,test scope only,0 observed,not required for KEEP,not required for KEEP,not required for KEEP,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/ShadowRunReleaseBindingPrototypeTest.java|backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseToShadowAdmissionPrototypeTest.java|backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseToShadowAdmissionServicePrototype.java,not required for KEEP,historical snapshots retained,none,none,test regression and historical executable specification,ShadowRunReleaseBindingMode,ShadowRunReleaseBindingModeTest,not proven zero; retained,prototype executable specification retained,test fixture dependency,KEEP_ACTIVE_TEST_SUPPORT,Prototype assertions/fixtures still compile under Surefire; complete unique-behavior subsumption by ShadowRunReleaseBindingModeTest is not proven. Direct assertion calls=0,Surefire *Test discovery and nq-core test suite; canonical counterpart inspected
L-085,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/ShadowRunReleaseBindingPrototypeTest.java,ShadowRunReleaseBindingPrototypeTest,Java test,prototype executable specification or fixture,test scope only,0 observed,not required for KEEP,not required for KEEP,not required for KEEP,0 observed,not required for KEEP,historical snapshots retained,none,none,test regression and historical executable specification,ShadowRunReleaseBindingMode,ShadowRunReleaseBindingModeTest,not proven zero; retained,prototype executable specification retained,Surefire *Test name,KEEP_ACTIVE_TEST_SUPPORT,Prototype assertions/fixtures still compile under Surefire; complete unique-behavior subsumption by ShadowRunReleaseBindingModeTest is not proven. Direct assertion calls=26,Surefire *Test discovery and nq-core test suite; canonical counterpart inspected
L-086,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseAggregateIdempotencyPrototypeTest.java,StrategyReleaseAggregateIdempotencyPrototypeTest,Java test,prototype executable specification or fixture,test scope only,0 observed,not required for KEEP,not required for KEEP,not required for KEEP,0 observed,not required for KEEP,historical snapshots retained,none,none,test regression and historical executable specification,StrategyReleaseProductionService,StrategyReleaseProductionServiceTest,not proven zero; retained,prototype executable specification retained,Surefire *Test name,KEEP_ACTIVE_TEST_SUPPORT,Prototype assertions/fixtures still compile under Surefire; complete unique-behavior subsumption by StrategyReleaseProductionServiceTest is not proven. Direct assertion calls=117,Surefire *Test discovery and nq-core test suite; canonical counterpart inspected
L-087,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseAggregatePrototype.java,StrategyReleaseAggregatePrototype,Java test,prototype executable specification or fixture,test scope only,0 observed,not required for KEEP,not required for KEEP,not required for KEEP,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseAggregateIdempotencyPrototypeTest.java|backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseRepositoryPrototype.java|backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseServicePrototype.java|backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseToShadowAdmissionPrototypeTest.java|backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseToShadowAdmissionServicePrototype.java,not required for KEEP,historical snapshots retained,none,none,test regression and historical executable specification,StrategyReleaseProductionService,StrategyReleaseProductionServiceTest,not proven zero; retained,prototype executable specification retained,test fixture dependency,KEEP_ACTIVE_TEST_SUPPORT,Prototype assertions/fixtures still compile under Surefire; complete unique-behavior subsumption by StrategyReleaseProductionServiceTest is not proven. Direct assertion calls=0,Surefire *Test discovery and nq-core test suite; canonical counterpart inspected
L-088,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseLifecyclePrototypeTest.java,StrategyReleaseLifecyclePrototypeTest,Java test,prototype executable specification or fixture,test scope only,0 observed,not required for KEEP,not required for KEEP,not required for KEEP,0 observed,not required for KEEP,historical snapshots retained,none,none,test regression and historical executable specification,StrategyReleaseProductionService,StrategyReleaseProductionServiceTest,not proven zero; retained,prototype executable specification retained,Surefire *Test name,KEEP_ACTIVE_TEST_SUPPORT,Prototype assertions/fixtures still compile under Surefire; complete unique-behavior subsumption by StrategyReleaseProductionServiceTest is not proven. Direct assertion calls=34,Surefire *Test discovery and nq-core test suite; canonical counterpart inspected
L-089,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseManifestPrototypeTest.java,StrategyReleaseManifestPrototypeTest,Java test,prototype executable specification or fixture,test scope only,0 observed,not required for KEEP,not required for KEEP,not required for KEEP,0 observed,not required for KEEP,historical snapshots retained,none,none,test regression and historical executable specification,StrategyReleaseManifestFingerprinter,StrategyReleaseManifestFingerprinterTest,not proven zero; retained,prototype executable specification retained,Surefire *Test name,KEEP_ACTIVE_TEST_SUPPORT,Prototype assertions/fixtures still compile under Surefire; complete unique-behavior subsumption by StrategyReleaseManifestFingerprinterTest is not proven. Direct assertion calls=17,Surefire *Test discovery and nq-core test suite; canonical counterpart inspected
L-090,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseRepositoryPrototype.java,StrategyReleaseRepositoryPrototype,Java test,prototype executable specification or fixture,test scope only,0 observed,not required for KEEP,not required for KEEP,not required for KEEP,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseAggregateIdempotencyPrototypeTest.java|backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseServicePrototype.java,not required for KEEP,historical snapshots retained,none,none,test regression and historical executable specification,StrategyReleaseProductionService,StrategyReleaseProductionServiceTest,not proven zero; retained,prototype executable specification retained,test fixture dependency,KEEP_ACTIVE_TEST_SUPPORT,Prototype assertions/fixtures still compile under Surefire; complete unique-behavior subsumption by StrategyReleaseProductionServiceTest is not proven. Direct assertion calls=0,Surefire *Test discovery and nq-core test suite; canonical counterpart inspected
L-091,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseServicePrototype.java,StrategyReleaseServicePrototype,Java test,prototype executable specification or fixture,test scope only,0 observed,not required for KEEP,not required for KEEP,not required for KEEP,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseAggregateIdempotencyPrototypeTest.java|backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseToShadowAdmissionServicePrototype.java,not required for KEEP,historical snapshots retained,none,none,test regression and historical executable specification,StrategyReleaseProductionService,StrategyReleaseProductionServiceTest,not proven zero; retained,prototype executable specification retained,test fixture dependency,KEEP_ACTIVE_TEST_SUPPORT,Prototype assertions/fixtures still compile under Surefire; complete unique-behavior subsumption by StrategyReleaseProductionServiceTest is not proven. Direct assertion calls=1,Surefire *Test discovery and nq-core test suite; canonical counterpart inspected
L-092,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseToShadowAdmissionPrototypeTest.java,StrategyReleaseToShadowAdmissionPrototypeTest,Java test,prototype executable specification or fixture,test scope only,0 observed,not required for KEEP,not required for KEEP,not required for KEEP,0 observed,not required for KEEP,historical snapshots retained,none,none,test regression and historical executable specification,StrategyReleaseShadowRunMaterializationService,StrategyReleaseShadowRunMaterializationServiceTest,not proven zero; retained,prototype executable specification retained,Surefire *Test name,KEEP_ACTIVE_TEST_SUPPORT,Prototype assertions/fixtures still compile under Surefire; complete unique-behavior subsumption by StrategyReleaseShadowRunMaterializationServiceTest is not proven. Direct assertion calls=71,Surefire *Test discovery and nq-core test suite; canonical counterpart inspected
L-093,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseToShadowAdmissionServicePrototype.java,StrategyReleaseToShadowAdmissionServicePrototype,Java test,prototype executable specification or fixture,test scope only,0 observed,not required for KEEP,not required for KEEP,not required for KEEP,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseToShadowAdmissionPrototypeTest.java,not required for KEEP,historical snapshots retained,none,none,test regression and historical executable specification,StrategyReleaseShadowRunMaterializationService,StrategyReleaseShadowRunMaterializationServiceTest,not proven zero; retained,prototype executable specification retained,test fixture dependency,KEEP_ACTIVE_TEST_SUPPORT,Prototype assertions/fixtures still compile under Surefire; complete unique-behavior subsumption by StrategyReleaseShadowRunMaterializationServiceTest is not proven. Direct assertion calls=0,Surefire *Test discovery and nq-core test suite; canonical counterpart inspected
L-094,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/TrustedRootArtifactVerifierPrototype.java,TrustedRootArtifactVerifierPrototype,Java test,prototype executable specification or fixture,test scope only,0 observed,not required for KEEP,not required for KEEP,not required for KEEP,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseAggregateIdempotencyPrototypeTest.java|backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseServicePrototype.java|backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/StrategyReleaseToShadowAdmissionPrototypeTest.java|backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/TrustedRootArtifactVerifierPrototypeTest.java,not required for KEEP,historical snapshots retained,none,none,test regression and historical executable specification,TrustedRootStrategyArtifactVerifier,TrustedRootStrategyArtifactVerifierTest,not proven zero; retained,prototype executable specification retained,test fixture dependency,KEEP_ACTIVE_TEST_SUPPORT,Prototype assertions/fixtures still compile under Surefire; complete unique-behavior subsumption by TrustedRootStrategyArtifactVerifierTest is not proven. Direct assertion calls=1,Surefire *Test discovery and nq-core test suite; canonical counterpart inspected
L-095,backend/nq-core/src/test/java/com/guidinglight/nexusquant/strategyrelease/preparation/TrustedRootArtifactVerifierPrototypeTest.java,TrustedRootArtifactVerifierPrototypeTest,Java test,prototype executable specification or fixture,test scope only,0 observed,not required for KEEP,not required for KEEP,not required for KEEP,0 observed,not required for KEEP,historical snapshots retained,none,none,test regression and historical executable specification,TrustedRootStrategyArtifactVerifier,TrustedRootStrategyArtifactVerifierTest,not proven zero; retained,prototype executable specification retained,Surefire *Test name,KEEP_ACTIVE_TEST_SUPPORT,Prototype assertions/fixtures still compile under Surefire; complete unique-behavior subsumption by TrustedRootStrategyArtifactVerifierTest is not proven. Direct assertion calls=66,Surefire *Test discovery and nq-core test suite; canonical counterpart inspected
L-096,frontend/src/components/nq/index.ts,NqMetricTone,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-097,frontend/src/components/nq/index.ts,RuntimeGuardBannerVariant,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-098,frontend/src/nq-design-system/index.ts,statusToneOf,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-099,frontend/src/nq-design-system/index.ts,StatusTagProps,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
